id,type,title,url,content,note,tags,created
1Hog0O0Jm5d84w6,InstagramReel,,https://www.instagram.com/reel/DF3gnt-ymn8/?igsh=cWdwYmR6OWNoaHdq,,,"Merch,Fashion,Marketing,Entrepreneurship,Fashion Industry,DTG Printing,Branding,Clothing,Business Strategies,Printing Techniques,Fashion Marketing,OFFICIALDTGPARTNER",2025-02-11T02:13:10Z
1Hog0O0JmhfF7Bq,InstagramReel,,https://www.instagram.com/reel/DE7hwSZvTbY/?igsh=YXZiMmRoaXg0bTkx,,,"Life keys,Podcast,Mindfulness,Emotional Intelligence,Personal Development,Self-Improvement,The Mel Robbins Podcast,Visualization,Manifestation,Neuroscience,Mindset,Personal Growth,Mind.”,Your,of,Power,Unlimited,the,Unlock,&,Want,You,Anything,Manifest,to,How,Neurosurgeon:,1",2025-02-11T02:24:23Z
1Hog0O0JmBYWEBw,InstagramReel,,https://www.instagram.com/reel/DFh-tzbicP-/?igsh=Y3Fzb3I3aGlnNmpr,,,"personal finance,investment,financial literacy,wealth management,tax avoidance,finance,wealth,taxes",2025-02-11T02:43:43Z
1Hog0O0JDj1DJx1,Image,Sales Page Question Framework,,,"1. music is no longer a personal thing. Remember they feeling of going to the record store or Best Buy to get your favorite artists album? That’s gone. It’s now just add, shuffle, move on.
2. You get to own and access my new album at your convenience without apps (distraction), without cords (Bluetooth), without complexity (maybe change this bullet). You get a candle I’ve personally crafted an all natural essential oil scent to burn while listening and it includes bonus songs that didn’t make the album. Your purchase gives you access to my exclusive listening party automatically.
3. My team and I have been planning this release for 1 year and we designed this album and device with intention. Making it easily portable, Bluetooth capable for convenience in listening preference and thoughtful with your experience in mind. If this is your first time discovering my music then here’s what others are saying: (show comments)
4. You be might thinking “why” did I choose to sell my album this way. Because if you’re anything like me you value music with meaning, art that makes you think, Gods timing, and becoming a better you.
5. Tech companies have morphed music into something cheap. They’ve made us believe that all music in the world at your finger tips is world $9.99. This has conditioned artists and listeners to think that music should be basically free but music touches every aspect of our lives and even our death someone usually sings at the funeral. Music is how we heal, evolve, and exist. Think about someone who doesn’t like music, you can’t. This is why I’m made my album available this way because I believe that owning it in its true form without algorithms, apps, likes, and saves gives you the chance to actually feel and absorb the messages and melodies.
6. Why now? Because change in the music industry is needed now and I don’t wait for someone else to make it happen when I’m more than capable of affecting change myself. I want to set an example for artists out there that their art is valuable. By purchasing this album that is the statement you’re making. Music is still valuable to us. Music still means something more than a like or save on an app. Technology and AI can never replace the emotions that connects us as humans. 
7. My hope is that my courage and intention I’ve set in this music and product encourages you to believe anything is possible. If you’ve already heard my other music before now you know I put my everything into it to give you an experience and this will be nothing less. 
8. Product details 
9. CTA around purchasing and next steps 
10. Can I evolve? Is really a no-risk album. The other thing you have to lose is the belief that music should be free and that artists should accept less than 1 cent everytime someone plays their music online. 



","Sales page,marketing strategy,strategy,conversion,lead generation,digital marketing,business,copywriting,sales,marketing",2025-02-11T18:48:19Z
1Hog0O0JIX04ARp,WebPage,Home - Go Legal Ai,https://go-legal.ai/,,,"Legal,AI Tools,Legal Services,Automated Solutions,Risk Management,Compliance,Business Tools,Legal Advice,AI,Document Review,Templates,Legal Tech,White,Blue,AI Technology,Digital",2025-02-12T00:14:28Z
1Hog0O0K5jHFLsX,Post,,https://www.instagram.com/p/DF-yWVWzqic/?img_index=2&igsh=MWtqOWZxNnJ3dnloeg==,,,"Taxes,Tax Strategy,Financial Education,Income Tax,Working Families,EITC,Finance,Tax Relief,Tax Credit,Financial Literacy,Economic Support,Taxation",2025-02-12T21:46:47Z
1Hog0O0KsRTGkvN,InstagramReel,,https://www.instagram.com/reel/DGBnb9Kppd_/?igsh=MWp3OTJjYjRmNmYyMw==,,,"Music Biz,Music,Financial Independence,Artist Strategy,Fanbase Building,Music Industry,Indie Artists,Marketing,Artist Development,Music Business,nolabelsnecessary",2025-02-13T20:27:36Z
1Hog0O0KyCPVfdM,Post,,https://www.instagram.com/p/DFSQIfayjw6/?igsh=MWF6NXhwdHIyaWRkMQ==,,,"AI animation,Social Media,innovation,tools,updates,technology,AI,Tech News,Artificial Intelligence,cooltools,techupdates,aitools,ai,aivideo,aitricks,aiupdates",2025-02-14T02:00:14Z
1Hog0O0KUkJTxNW,Post,,https://www.instagram.com/p/DF_oCxXPiOZ/?img_index=2&igsh=MW52d3BscHl3bDhrdA==,,,"SOPS,Business,authority,entrepreneurship,workshop,business tips,delegation,Skill Development,Financial Success",2025-02-14T22:54:32Z
1Hog0O0LjBMwPkK,TikTokPost,,https://www.tiktok.com/t/ZT2Dba8F2/,,,"Ego UGC,Social Media,actor,dancer,musicaltheatre,TikTok,performer,theatre,music,playlist,TikTok interactions,theater community,music recommendations,actor,theatretok,dancer,musicaltheatre,actors,theatre,theatrekid,diaryofablackperformer,performer,fyp,nyc",2025-02-15T23:14:55Z
1Hog0O0LjCW5Sk0,TikTokPost,,https://www.tiktok.com/t/ZT2DbHRw8/,,,"Ego UGC,Support,Content Creation,Parenting,Positivity,Community,Social Media,Motivation,Lifestyle,fyp,momsoftiktok,sidehustle",2025-02-15T23:16:00Z
1Hog0O0LjSTethC,TikTokPost,Chris UGC,https://www.tiktok.com/t/ZT2DbpbMJ/,,,"UGC,Video,entertainment,TikTok,viral,characters,comedy,humor,N/A,fred,reko_osofunny",2025-02-15T23:30:52Z
1Hog0O0LMNxzzPQ,XPost,,https://x.com/BrianZisook/status/1805979555531800583,,,Music Biz,2025-02-17T03:21:31Z
1Hog0O0MbIA0YTT,InstagramReel,,https://www.instagram.com/reel/DEu98U1Tt7n/?igsh=cng3cDdqZ3M4aGht,,,"Life keys,self-help,inspiration,positivity,growth,resilience,mindset,affirmations,mental health,self-improvement,motivation,successmotivation,successprinciples,productivity,successminded,goalgetters,successtips,successfulmindset,motivationdaily,motivationquotes,successquotes,motivationmonday,motivation,goalkeeper,goalchaser,desired,goalkeepers,inspirationdaily,inspiration,visualization,manifestation,positivity,positivethinking,hardwork,giveupquotes,motivationmindset,mindsetiseverything,mindsetmatters,mindset,louisehay",2025-02-18T03:21:23Z
1Hog0O0Mn0Cls7V,InstagramReel,,https://www.instagram.com/reel/DF3BTynJOkN/?igsh=bXpyanRvaXczcmJm,,,"Music Biz,Social Media,artist experiences,musician community,music promotion,Spotify,SiriusXM,independent artists,streaming,music marketing,streaming services,artist promotion,music industry,independentartist,musicpromotion,musicmarketingtips,musiciansofinstagram,musicmarketing",2025-02-18T14:13:47Z
1Hog0O0NbKIr1LQ,InstagramReel,,https://www.instagram.com/reel/DGPnPM0RsKY/?igsh=MTN6MHM2ZTAyYXlwNA==,,,"Ads,Marketing,Content Creation,Music Industry,Marketing Strategy,Music Marketing,Ads,YouTube,Music Business,YouTube Ads,musicbusiness,musicmarketing",2025-02-20T15:05:45Z
1Hog0O0NotPZfC2,Post,,https://www.instagram.com/p/DGQqUdjNLVp/?img_index=9&igsh=MThxaGd5MW15c2Rldg==,,,"marketing strategy,GrammyAwards,musicpromotion,musicbusiness,mixtape,rap,music,doechii,Doecii,album rollout,music promotion,musicpromotion,doechii,musicbusiness",2025-02-21T03:21:10Z
1Hog0O0NAHK5PJH,InstagramReel,,https://www.instagram.com/reel/DFGJK0ct_yj/?igsh=MTBqNjJiOGR5Zmg0dg==,,,"online resources,social media,free tools,creator resources,Creators,Digital Tools,Content Creation,creatorwebsites,creatortools,contentcreator,contentcreation",2025-02-21T15:07:29Z
1Hog0O0NCEtg7yl,Image,Social Media Marketing Strategy Chat,,,,"Ads,dark mode,T-Mobile,iMessage,iPhone,advertising,monetization,strategy,marketing,social media",2025-02-21T17:00:00Z
1Hog0O0NCELfs2f,Video,,,,,Ads,2025-02-21T17:00:16Z
1Hog0O0O0XELcDb,Post,,https://www.instagram.com/p/DGVR86_R_G-/?img_index=2&igsh=cXAxYWd4MzQ0Y2lk,,,"Tax Strategy,Taxes,Business Strategy,Business,BusinessCredit,FinancialFreedom,BusinessStructure,SmallBusiness,EntrepreneurLife,BusinessTips,Finance,Entrepreneurship,Business Structures,BusinessCredit,FinancialFreedom,BusinessStructure,SmallBusiness,EntrepreneurLife,BusinessTips",2025-02-22T16:24:36Z
1Hog0O0OtTpGfNK,InstagramReel,,https://www.instagram.com/reel/DGSsz5kxf4-/?igsh=ejhxc3R1dnpuOHhj,,,"Credit,Finance,Lender Tips,Identity Verification,Personal Finance,Financial Advice,Credit Repair,Credit Report,Financial Literacy,Credit Management,FinancialFreedom,CreditRepair,CreditHack",2025-02-23T20:16:17Z
1Hog0O0Oxd6FbYe,InstagramReel,,https://www.instagram.com/reel/DGFLi8hMI7E/?igsh=MXI5N3JmYnEwOHBsNQ==,,,"Vending machines,Finance,Income,Entrepreneurship,Business,Business Strategy,Income Generation",2025-02-23T23:27:58Z
1Hog0O0OxdlELOB,InstagramReel,,https://www.instagram.com/reel/DGGqZ97Rx3c/?igsh=Y3ZqNThraWw0MXEz,,,"Vending machines,investment,side hustles,startups,entrepreneurship,business tips,startup advice,vending,business",2025-02-23T23:28:12Z
1Hog0O0OxdvE1Zg,InstagramReel,,https://www.instagram.com/reel/DGGy91jxRKj/?igsh=dGJsYTRkZ21pcWF0,,,"Vending machines,Business,small business,revenue streams,business tips,entrepreneurship,personal finance,vending industry,business opportunities",2025-02-23T23:28:21Z
1Hog0O0OxdJhJVC,InstagramReel,,https://www.instagram.com/reel/DGI5XrhRb69/?igsh=MWVyemk4MXBsbzB2ZA==,,,"Vending machines,Social Media,Community,Discussion,Unusual Finds,User Experiences,Vending Services",2025-02-23T23:28:33Z
1Hog0O0OxdUDH9x,InstagramReel,,https://www.instagram.com/reel/DGKFgYXRKL8/?igsh=aG1zNGh4cjVzc3J5,,,"Vending machines,Marketing,sales insights,food trends,consumer behavior,snacks,consumer choices,sales,retail,vending",2025-02-23T23:28:43Z
1Hog0O0OxeiMhSq,InstagramReel,,https://www.instagram.com/reel/DGSAjHJREet/?igsh=dWx6bDhtZTNvbmo2,,,"Vending machines,Social Media,entrepreneurship,finance,income,business insights",2025-02-23T23:29:05Z
1Hog0O0OxewWA6g,InstagramReel,,https://www.instagram.com/reel/DGZZR_jM93d/?igsh=MW80ZG80cmZvMzh4dg==,,,"Vending machines,Food & Beverage,food trends,popularity,Cheetos,snacks,consumer behavior,snacking",2025-02-23T23:29:18Z
1Hog0O0ORY5YcmV,Post,,https://www.instagram.com/p/DGdXDDDxV7u/?img_index=5&igsh=NmF4NmlsZG4weDU5,,,"Innovation,Business,Sam Altman,Startup,Entrepreneurship,Business Strategy",2025-02-24T19:27:22Z
1Hog0O0OS4ALmx7,Post,,https://www.instagram.com/p/DGbZE5RRLPX/?img_index=4&igsh=MWVjcWtoaDY1Z3U5eA==,,,"Business Strategy,Business,Innovation,Playbook,Sam Altman,Entrepreneurship,Startup,Business Guidance,Startups",2025-02-24T19:33:25Z
1Hog0O0OSlSPBOw,Post,,https://www.instagram.com/p/DGar5qUxkeT/?img_index=4&igsh=MXJmcDB0N3Q4YnZhZw==,,,"Business Strategy,Guidance,Business,Sam Altman,Entrepreneurship,Startup,Business Development,Startups",2025-02-24T19:49:32Z
1Hog0O0OWQ0Ely2,TikTokPost,,https://www.tiktok.com/t/ZT2aMShHw/,,,"AI Tools,Technology,AI Agents,Data Analytics,AITools,AI,Technology Trends,Artificial Intelligence,aiagents,dataanalytics,artificialintelligence,aitools,ai",2025-02-25T00:08:44Z
1Hog0O0PI3slQvd,InstagramReel,,https://www.instagram.com/reel/DGgcHcyuOCZ/?igsh=MW9ld2piYmE3NjNyYQ==,,,"TikTok shop,ecommerce,Finance,Online Shopping,Business Strategy,Social Media,Marketing,E-commerce,TikTok,Viral Marketing,Income Generation",2025-02-26T21:36:56Z
1Hog0O0PJJgQZQg,InstagramReel,Mastering voice tones in sales,https://www.instagram.com/reel/DGhSgL1xmyG/?igsh=bHhpb2Y1anl2aHlk,,,"Sales,Sales Training,Techniques,Tonality,Training,Communication,Effective Communication,Sales Strategies",2025-02-26T23:13:41Z
1Hog0O0PJL0QgMk,InstagramReel,Time and attention,https://www.instagram.com/reel/DFFjTqDTKXd/?igsh=MTl3aDVvdHlzN3NsYQ==,,,"Life keys,decision making,attention,opportunity,success,productivity,motivation,mindset,inaction,Self-Improvement,Life Advice,Personal Development,successmotivation,successprinciples,productivity,successminded,goalgetters,successtips,successfulmindset,motivationdaily,motivationquotes,successquotes,motivationmonday,motivation,goalkeeper,goalchaser,desired,goalkeepers,inspirationdaily,inspiration,visualization,manifestation,positivity,positivethinking,hardwork,giveupquotes,motivationmindset,mindsetiseverything,mindsetmatters,mindset,highperformance,chriswilliamson",2025-02-26T23:15:18Z
1Hog0O0PLoZmVCP,InstagramReel,,https://www.instagram.com/reel/Cn0h9aKrrNj/?igsh=YjhyeWJlbGduN2x0,,,"marketing strategy,Marketing,Content Creation,Digital Marketing,Social Media,Brand Growth,Influencer Marketing,Online Branding,Networking,Marketing Strategies",2025-02-27T00:50:20Z
1Hog0O0PNJ8bWzS,TikTokPost,,https://www.tiktok.com/t/ZT2mGaBmR/,,,"Life keys,Health & Wellness,motivation,interview,podcast,self-care,mental health,stress,Emotional Health,Anxiety,Stress Management,interview,podcast,agent,spy,secretservice,stressful,anxiety,stressed,stress",2025-02-27T03:04:40Z
1Hog0O0PYXIgEbg,Post,,https://www.instagram.com/p/DGkqGYKtZNk/?igsh=MTE1cTg2cGZmZDYzMQ==,,,"marketing strategy,accountability,celebrity,music news,apology,Tory Lanez,PARTYNEXTDOOR,apologies,celebrities,music",2025-02-27T13:53:50Z
1Hog0O0QpPSoNv5,InstagramReel,,https://www.instagram.com/reel/DGlTh8hxgKP/?igsh=MW82Y3p1NXlsYno4dA==,,,"Marketing,Social Media,branding,artists,strategy,sales,merchandise,music,merchandising,music marketing",2025-02-28T15:46:36Z
1Hog0O0S9CladFa,TikTokPost,,https://www.tiktok.com/t/ZT2xCCuBY/,,,"Marketing,Music Promotion,audience building,advertising,strategy,promotion,music,audience engagement,advertising strategies,music marketing,musicpromotion,musicmarketingtips,songpromotion,musicpromo,musicmarketing",2025-03-04T23:34:15Z
1Hog0O0ScInLpLU,InstagramReel,,https://www.instagram.com/reel/DGwoVkZvDdL/?igsh=MTczNGFmZ2Vnb3podg==,,,"Life keys,Social Media,creative expression,authenticity,manifestation,inspiration,J. Cole,community,self-belief,creativity,creative thought,social media engagement",2025-03-05T02:33:13Z
1Hog0O0St2hNDHf,Image,5 Steps to Excellence Infographic,,,,"business development,strategy,mindset,productivity,excellence,analysis,learning,success,self-improvement,motivation",2025-03-05T18:16:15Z
1Hog0O0TFQii99r,Post,,https://www.instagram.com/p/DG3XjSeT52O/?igsh=MXZ5aGQ2bjdnYmRkZQ==,,,Merch,2025-03-08T18:18:35Z
1Hog0O0TZvLRFUN,InstagramReel,,https://www.instagram.com/reel/DGGSFxYgD2z/?igsh=MWEyMmdxbXB2em5ldg==,,,"Social Media,social change,resilience,change,personal growth,courage,criticism,leadership,impact,motivational,conflict resolution,personal development,resilience,personalgrowth,personaldevelopment,conflicts,conflictskills,conflict,conflictresolution,conflictmanagement,standout,different,makeadifference,differencemaker,changeagent,misunderstood,criticism,dislike,unpopular,intrapersonal,internalconflict,seekdiscomfort,doitanyway,popular",2025-03-09T13:15:04Z
1Hog0O0U7zBepXo,InstagramReel,,https://www.instagram.com/reel/DG_b-dBO0m6/?igsh=MWxoc3VvcXF0OWNyMw==,,,"Merch,Social Media,Training,Content Creation,Income Generation,Social Media Marketing,Entrepreneurship,TikTok,Business Tips,Profit Strategies,TikTok Shop",2025-03-09T21:00:53Z
1Hog0O0Uuzg8EtO,Article,For Advertisers | sound.me,https://www.sound.me/advertisers,,,"read later,Influencer Marketing,Campaign Management,Content Creation,YouTube Shorts,TikTok,Digital Advertising,Social Media,Marketing Strategies",2025-03-10T19:09:30Z
1Hog0O0V1lcSOhk,InstagramReel,,https://www.instagram.com/reel/DG--VpgJhL6/?igsh=MXY0dTJqaDEwdGl3MA==,,,"Life keys,Social Media,Personal Development,Resilience,Business,Change,Success,Adaptability,Business Strategies,Motivation",2025-03-12T02:43:09Z
1Hog0O0V1pzaaZi,InstagramReel,,https://www.instagram.com/reel/DHD7bNmvyYi/?igsh=MWQxcTRhaGFjbXVmag==,,,"Leadership,Inspiration,financial goals,self-improvement,motivation,wealth,habits,success,goal setting,finance,personal development",2025-03-12T02:47:13Z
1Hog0O0VlmzqWbA,InstagramReel,,https://www.instagram.com/reel/DECzapbOkyd/?igsh=MTh0dHVwajJqeXhiYg==,,,"Life keys,Mindset,Personal Development,Execution,Learning,Consistency,Motivation,Success,Life Lessons,Business,Self-improvement",2025-03-12T22:00:02Z
1Hog0O0WaXdnoFu,InstagramReel,,https://www.instagram.com/reel/DHH8HH0NBGd/?igsh=MTM3OWxveG02cTY4dQ==,,,"Leadership,Life keys,Social Media,community reactions,video,Instagram,Fawn Weaver,financial advice,wealth,entrepreneurship,motivation,finance,@thejourneybymdb,🎥,unclenearest,fawnweaver",2025-03-14T23:40:58Z
1Hog0O0WS2bvPOS,InstagramReel,,https://www.instagram.com/reel/DHPjiyFxcBm/?igsh=MTd5Y29xamRkbnBhYg==,,,"Merch,Reel,Engagement,E-commerce,Social Media,Instagram,User Engagement,E-commerce Training",2025-03-16T17:10:09Z
1Hog0O0XKV7jP1R,InstagramReel,,https://www.instagram.com/reel/DHWxRXQvFAE/?igsh=NHJjZnhlNnVlOTlz,,,"Music Biz,discussion,reel,social media,Isaac Hayes,R Kelly,Sly Stone,music,copyright,artist discussions,music rights,copyright law,@isaachayes3,🎥,publishing.,your,of,copyright,the,terminate,can,you,35yrs,After,isaachayesiii",2025-03-18T22:01:28Z
1Hog0O0YWYBd2zl,InstagramReel,,https://www.instagram.com/reel/DHeDh3ryu3C/?igsh=cjhvMjhsaHE2anNr,,,"Music Biz,tips,business,marketing,distribution,music,music marketing,music distribution,musicbusiness,musicmarketing",2025-03-21T21:20:27Z
1Hog0O0YXrspXIz,InstagramReel,,https://www.instagram.com/reel/DHZt4rQPw2Y/?igsh=MTNjbzc4cXY5Njk0Zw==,,,"AI,Times Square,social media,content creation,marketing,branding,digital marketing,brand promotion,lionsbehavior",2025-03-21T21:47:21Z
1Hog0O0ZIqJR5BN,InstagramReel,,https://www.instagram.com/reel/DHjDvqGuBEF/?igsh=MXdmNzd3cms1ZHZocQ==,,,"Business Strategy,Professional Development,Business Growth,Trust Building,Content Creation,Education,Teaching,Content Marketing,Teaching Strategies",2025-03-23T19:02:20Z
1Hog0O0ZIATc0NA,InstagramReel,,https://www.instagram.com/reel/DHgKIrUR71D/?igsh=MWhqb25uOTB3MTB1cw==,,,"Taxes,Social Media,Finance,Public Opinion,Social Commentary,Billionaires,Economics,Media Influence,Societal Structures,Economic Theory,mgthemortgageguy",2025-03-23T19:11:48Z
1Hog0O0ZQ3nCn1J,TikTokPost,,https://www.tiktok.com/t/ZT2nRmdWb/,,,"negotiation,Social Media Product,Trending,Video,User-generated,Social Media,Product,TikTok,Various,Mixed,problem,relationship,arguement,diaryofaceo,interview,podcast,arguements",2025-03-24T02:22:48Z
1Hog0O10h9Gg4oG,TikTokPost,,https://www.tiktok.com/t/ZT2nKMH9d/,,,"Business Strategy,Productivity,Personal Development,Books,Manifestation,Wealth,Finance,Book Review,Self-Help,Financial Advice",2025-03-25T04:28:45Z
1Hog0O11OLwLOyq,InstagramReel,,https://www.instagram.com/reel/DHecglvRBGH/?igsh=b2IwOTltc3VoZ2Z5,,,"Life keys,Social Media,community,potential,Instagram,musician,music,personal growth,music industry,musicnews,musicindustry,musician,johnmayer,musicworld",2025-03-29T00:33:09Z
1Hog0O13u0s5L0P,TikTokPost,,https://www.tiktok.com/t/ZT2TKdNv1/,,,"Trendy,Unique Design,Lifestyle,Innovative,TikTok,Blue,White,Black,Metal,Plastic,successmindset,communicationskills,negotiation",2025-04-02T03:58:25Z
1Hog0O14Ez6rrrV,Post,,https://www.instagram.com/p/Cn2jlHoOZXw/?img_index=9&igsh=MWt3MzVlczl3YjRoOQ==,,,Music Biz,2025-04-05T01:50:53Z
1Hog0O14HEtquEg,InstagramReel,,https://www.instagram.com/reel/DIDJTN2NrZV/?igsh=MTQwYWM4enBrMjllZg==,,,"Music Biz,Ethics,Discussion,Social Media,Accountability,Finance,Business,Personal Accountability,Loans,Business Ethics,@breakfastclubam,🎥,johnhopebryant",2025-04-05T04:49:13Z
1Hog0O14HUuu1Op,InstagramReel,,https://www.instagram.com/reel/DH10cz8xGwb/?igsh=MXJ2MjBiYmkzeXRneA==,,,"Business Strategy,challenges,life choices,growth,resilience,motivation,entrepreneurship,life lessons,personal development",2025-04-05T05:04:09Z
1Hog0O151gxDqiI,Image,Social Media Music Request Tweet,,,,"UGC,emotional healing,tweet,Alexa,Kennedy Ryon,music request,social media,twitter",2025-04-05T23:42:31Z
1Hog0O152NZTpwe,Post,,https://www.instagram.com/p/DIBHj4oIH1x/?img_index=8&igsh=MWRwb2cwaW5hNmEyeQ==,,,Business Strategy,2025-04-06T01:11:29Z
1Hog0O15hOhdt2i,InstagramReel,,https://www.instagram.com/reel/DHqrfkYxskX/?igsh=MTMweG1sY3YxMGN4bw==,,,"marketing strategy,Jon Bellion,Relationships,Cult Followings,Social Media,Fan Engagement,Artists,Community,Fan Culture,Cultural Movements,Music",2025-04-06T15:38:27Z
1Hog0O15jZeDj2Y,InstagramReel,,https://www.instagram.com/reel/DHasiGqNXS2/?igsh=OXdwNHY4dXZtN2Rn,,,"Business Strategy,Business,strategy,efficiency,time management,entrepreneurship,leadership,productivity,time structuring,success,productivity,leadership,entrepreneurship,business",2025-04-06T17:44:13Z
1Hog0O15qsbBfRL,Post,,https://www.instagram.com/p/DIHUy4dRqeR/?img_index=1&igsh=MTI5MmltdGZkZWVnNQ==,,,Hiring,2025-04-06T23:57:53Z
1Hog0O15qAqOLIF,InstagramReel,,https://www.instagram.com/reel/DHrUaNuPsl9/?igsh=c3Q2eGMwamN6cTg0,,,"Business Strategy,Business,Community Engagement,Success,Mindset,Entrepreneurship,Business Growth,Entrepreneurship Strategies,Mindset Shifts,Business Development",2025-04-07T00:05:34Z
1Hog0O15MB5Bge5,Article,How It Works,https://whatsin-storemusic.com/how-it-works/,,,"read later,Music Biz,marketing materials,song tracking,programmers,music industry,retail playlists,music submission,playlist placement,programming,music marketing",2025-04-07T21:17:21Z
1Hog0O165NRK1he,InstagramReel,,https://www.instagram.com/reel/DHJcwTiOh2z/?igsh=NnYzOHRyaW44YW8z,,,"Taxes,Business,training,entrepreneurship,financial structure,asset protection,LLC,Financial Planning,Business Formation",2025-04-08T15:47:04Z
1Hog0O17g6Q5r9a,InstagramReel,,https://www.instagram.com/reel/DITrGRIA_KO/?igsh=d2dlNTJraDhoajlh,,,"Taxes,Finance,CPA Advice,Business Strategy,Finance Tips,Entity Structure,Tax Savings,Business Finance,Taxation",2025-04-11T13:24:56Z
1Hog0O17mduMlTM,YouTubeVideo,10 Banks That Allow Double Dipping for Business Credit Cards  | Haitian CEO,https://youtube.com/watch?v=_xWx-lMpHW4&feature=shared,,,"watch later,credit,Finance,mentorship,personal finance,funding,banking,credit strategies,financial education,credit cards,business credit,entrepreneurship,credit management,business funding,financial literacy,video,entrepreneurship,financial literacy,financial education,banking,credit profile,one inquiry,haitian ceo,business credit cards,entrepreneur journey,Herman Dolce podcast,securing funding for your business,importance of bank ratings,financial structures for startups,lending industry,building business credit,business funding without personal guarantee",2025-04-11T19:17:49Z
1Hog0O17usAFTks,InstagramReel,,https://www.instagram.com/reel/DIVHn0rt9TC/?igsh=MXJzbTR1a21mNXJzYw==,,,"marketing strategy,social media,economy,Byron Allen,advertising,media,investment,Advertising Trends,Media Investments,@bloomberglive,🎥,byronallen",2025-04-12T03:14:07Z
1Hog0O17GAKioXl,InstagramReel,,https://www.instagram.com/reel/DIWTWHCAEsg/?igsh=aWQ2MHduMnhsN3Jp,,,"credit,advice,personal finance,goodwill adjustment,credit score,banking,finance,financial literacy,credit management,@earnyourleisure,🎥,shondamartin",2025-04-12T14:55:05Z
1Hog0O18ifPqP6W,TikTokPost,,https://www.tiktok.com/t/ZTjRuEjG5/,,,"Sales,Social Media,manipulation,influence,psychology,communication,NLP,hypnosis,Social Media Trends,Hypnosis Techniques,Mind Control,hypnotherapy,nlp,hypnosis",2025-04-14T03:11:14Z
1Hog0O18iZpWoFI,TikTokPost,,https://www.tiktok.com/t/ZTjRH2xFB/,,,"negotiation,interpersonal skills,conflict resolution,relationships,listening,advice,conversation,communication,personal development,conflict management,podcast,thediaryofaceo,thediaryofaceopodcast,foryoupage❤️❤️,fyp",2025-04-14T03:53:43Z
1Hog0O18jpLOQhD,InstagramReel,,https://www.instagram.com/reel/DIWG46DIHtE/?igsh=MWNuNTA1cXQxcjlqcw==,,,"fundraising,Business,Business Strategy,Emotional Intelligence,Entrepreneurship,Startups,Investment,Innovation,Startup Growth,Investing",2025-04-14T04:18:17Z
1Hog0O1962izYZb,Post,,https://www.instagram.com/p/DIfLfwxt29V/?igsh=bGRsa3dibHA4eGxq,,,marketing strategy,2025-04-16T03:07:38Z
1Hog0O19js0sauH,InstagramReel,,https://www.instagram.com/reel/DITy9y1Rh3T/?igsh=MWVlMnNrcGgwMXN0ag==,,,"marketing strategy,Social Media,Social Media Tips,Engagement,Marketing,Music,Instagram,Content Creation,Music Promotion,Social Media Engagement",2025-04-16T16:02:44Z
1Hog0O19jtA1EpV,Image,Megan Thee Stallion Marketing Funnel Infographic,https://www.instagram.com/p/DIg13gRxOZT/?igsh=ODN2cXR3OTJxeHc=,,,"Superfan,marketing strategy,bottom.,ownership,at,culture,by,powered,is,funnel,building.

Megan’s,resets—it,never,relationship,interaction.,real-time,freestyles,,surprise,scholarships,,alive,connection,keeps,Retention
 She,Nike.

5.,Revlon,campaigns,line,,tequila,own,franchise,,Popeyes,five-unit,a,ownership:,became,deals,Brand,$40M.,grossed,tour,2024,week.,first,100K+,moved,News,Good,up.,show,Conversion
 Fans,content.

4.,just,not,tools,,gave,series,Hotties”,“Investing,moments.,two-way,building,Hotties,,Thee,for,Something,dropping,music,,teasing,live,,close—going,stays,Engagement
 She,depth.

3.,more,even,added,op-ed,NYT,moment,SNL,profile.,her,raised,“WAP”,(Remix),Savage,empowerment.,identity,around,conversations,real,sparked,Snow,,Tina,like,alter-egos,out,built,industry,,the,through,rising,while,college,finished,Interest
 She,mind.

2.,of,top,stay,fans,new,in,pull,to,Grande,Ariana,and,Lipa,,Dua,5,,Maroon,BTS,,strategic—collaborating,been,Megan’s,Beyoncé.,with,1,thebag,digital marketing,artist promotion,infographic,music industry,social media,brand strategy,music marketing,megan thee stallion,marketing funnel",2025-04-16T16:04:12Z
1Hog0O19q9KDGqa,InstagramReel,,https://www.instagram.com/reel/DHzAf7vz2Qq/?igsh=MWl3cnhldmV5NHVoZQ==,,,"Pitching,investing,Investment,startup,entrepreneurship,coding,AI,investors,cold emailing,technology trends,business advice",2025-04-16T22:30:11Z
1Hog0O19uAJpweQ,InstagramReel,,https://www.instagram.com/reel/DIelP53Tada/?igsh=MzRhY24zMGhrMGph,,,"Life keys,God,Social Media,RealTalk,Obedience,Advice,Livestream,TimRoss,WideOpen,Personal Development,Faith,RealTalk,Faith,Obedience,Advice,Livestream,TimRoss,WideOpen",2025-04-17T02:46:27Z
1Hog0O19H85f6nG,InstagramReel,,https://www.instagram.com/reel/DIjI1ttA-HU/?igsh=N3gyd3l2ZjkzMzZv,,,"Finance,record keeping,financial advice,deductions,advisors,business,S-Corp,LLC,taxes,Business Structure,Tax Strategy",2025-04-17T14:50:54Z
